"Referred.a.Friend" "Number.of.Referrals" "Tenure.in.Months" "Offer" "Phone.Service" "Avg.Monthly.Long.Distance.Charges" "Multiple.Lines" "Internet.Service" "Internet.Type" "Avg.Monthly.GB.Download" "Online.Security" "Online.Backup" "Device.Protection.Plan" "Premium.Tech.Support" "Streaming.TV" "Streaming.Movies" "Streaming.Music" "Unlimited.Data" "Contract" "Paperless.Billing" "Payment.Method" "Monthly.Charge" "Total.Regular.Charges" "Total.Refunds" "Total.Extra.Data.Charges" "Total.Long.Distance.Charges" "Gender" "Age" "Married" "Dependents" "Number.of.Dependents" "Latitude" "Longitude" "Population" "Churn.Value" "CLTV" "Total.Customer.Svc.Requests" "Product.Service.Issues.Reported" "Customer.Satisfaction"
"358" "Yes" 1 1 "None" "No" 0 "No" "Yes" "DSL" 21 "No" "No" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 25.792 24.8 0 0 0 "Female" 77 "Yes" "No" 0 32.886925 -117.152162 74232 1 5377 3 0 "-99"
"2749" "No" 0 69 "None" "No" 0 "No" "Yes" "Fiber Optic" 18 "Yes" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Two Year" "Yes" "Bank Withdrawal" 60.05 4176.7 1 75.18 0 "Male" 62 "No" "No" 0 33.21846 -117.116916 43436 0 5388 0 0 "-99"
"3720" "No" 0 38 "None" "Yes" 32.63 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "No" "Mailed Check" 19.3 755.5 0 0 1239.94 "Female" 48 "No" "No" 0 34.172071 -118.946262 37779 0 4705 0 0 "-99"
"4535" "No" 0 50 "None" "Yes" 12.62 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "No" "Credit Card" 19.4 1023.95 0 0 631 "Female" 36 "No" "No" 0 38.512569 -121.495184 44683 0 6233 2 0 "s5"
"5572" "Yes" 7 6 "Offer E" "No" 0 "No" "Yes" "DSL" 10 "No" "Yes" "Yes" "Yes" "No" "No" "No" "No" "Two Year" "No" "Credit Card" 40.55 217.5 0 22 0 "Female" 61 "Yes" "Yes" 2 38.954144 -121.482536 947 0 2866 2 0 "-99"
"5264" "No" 0 16 "Offer D" "Yes" 41.51 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "No" "Credit Card" 19.05 326.65 0 0 664.16 "Female" 62 "No" "No" 0 37.721052 -122.413573 40137 0 4336 1 0 "s5"
"3308" "Yes" 9 18 "Offer D" "No" 0 "No" "Yes" "Cable" 52 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 25.55 467.85 0 243 0 "Male" 26 "Yes" "Yes" 2 37.750822 -121.238423 19867 1 4134 1 0 "s3"
"531" "Yes" 4 71 "Offer A" "Yes" 43.99 "Yes" "Yes" "Fiber Optic" 17 "Yes" "No" "No" "No" "No" "No" "No" "Yes" "Two Year" "Yes" "Credit Card" 80.7 5676 0 96.49 3123.29 "Female" 73 "Yes" "No" 0 33.705836 -117.318204 4546 0 4583 0 0 "-99"
"4249" "No" 0 72 "Offer A" "Yes" 19.6 "Yes" "Yes" "DSL" 15 "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "No" "Two Year" "No" "Credit Card" 115.05 8405 0 1261 1411.2 "Female" 41 "No" "No" 0 37.80707 -122.297401 21054 1 5905 1 2 "s3"
"1751" "No" 0 4 "Offer E" "Yes" 10.64 "No" "Yes" "DSL" 25 "No" "Yes" "No" "No" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 71.396 261.25 0 65 42.56 "Female" 51 "No" "No" 0 38.748316 -120.675512 4829 1 5274 6 0 "s3"
"3182" "No" 0 37 "None" "Yes" 26.49 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "No" "Credit Card" 19.85 784.25 0 0 980.13 "Female" 28 "No" "No" 0 38.104705 -122.247387 37218 0 3408 1 0 "s3"
"2400" "No" 0 4 "Offer E" "Yes" 26.16 "Yes" "Yes" "Cable" 94 "No" "Yes" "No" "No" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 105.768 364.55 1 343 104.64 "Male" 28 "No" "No" 0 39.197215 -120.83679 350 1 2777 3 0 "-99"
"3836" "No" 0 43 "None" "Yes" 5.6 "No" "Yes" "DSL" 30 "Yes" "Yes" "No" "No" "No" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 63.95 2737.05 0 821 240.8 "Female" 26 "No" "Yes" 1 33.713891 -116.237257 56307 0 4205 1 0 "-99"
"3547" "Yes" 1 56 "Offer B" "Yes" 39.72 "Yes" "Yes" "Cable" 11 "Yes" "No" "No" "No" "Yes" "No" "No" "No" "One Year" "No" "Bank Withdrawal" 65.2 3512.15 0 386 2224.32 "Female" 62 "Yes" "No" 0 41.10831 -121.360362 1554 0 4775 3 0 "-99"
"2320" "No" 0 12 "None" "Yes" 42.58 "Yes" "Yes" "DSL" 24 "No" "No" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "One Year" "No" "Credit Card" 77.012 872.65 1 0 510.96 "Female" 57 "No" "No" 0 37.739113 -122.175602 31392 0 4149 2 0 "-99"
"2997" "Yes" 2 71 "Offer A" "No" 0 "No" "Yes" "DSL" 29 "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "No" "Two Year" "No" "Bank Withdrawal" 58.25 4145.9 0 1202 0 "Female" 40 "Yes" "No" 0 35.591387 -121.032256 6526 0 5224 0 0 "-99"
"1843" "No" 0 26 "None" "Yes" 24.16 "Yes" "Yes" "Cable" 24 "No" "No" "No" "Yes" "No" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 83.72 2088.8 0 501 628.16 "Male" 34 "No" "No" 0 34.14649 -117.849815 24973 0 2729 3 0 "s3"
"2111" "Yes" 1 4 "Offer E" "Yes" 8.58 "Yes" "Yes" "Fiber Optic" 63 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 52.936 225.6 0 142 34.32 "Male" 55 "Yes" "Yes" 3 41.027281 -120.669427 72 1 5691 2 1 "s3"
"3443" "Yes" 1 58 "Offer B" "No" 0 "No" "Yes" "Fiber Optic" 11 "No" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "No" "Two Year" "Yes" "Credit Card" 55.5 3166.9 0 348 0 "Female" 58 "Yes" "No" 0 38.333133 -121.920151 63157 0 4080 1 0 "-99"
"2676" "No" 0 44 "Offer B" "Yes" 1.7 "No" "Yes" "Fiber Optic" 28 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 68.85 2958.95 0 829 74.8 "Male" 41 "No" "No" 0 34.321621 -118.399841 81986 0 2053 2 0 "s3"
"473" "No" 0 3 "None" "Yes" 23.82 "Yes" "Yes" "Cable" 33 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 78.052 256.25 0 85 71.46 "Female" 68 "No" "No" 0 32.770393 -115.60915 43712 1 3553 4 2 "-99"
"2977" "No" 0 51 "Offer B" "Yes" 45.92 "Yes" "Yes" "DSL" 12 "No" "No" "No" "No" "No" "Yes" "Yes" "No" "Month-to-Month" "No" "Bank Withdrawal" 83.4 4149.45 1 498 2341.92 "Male" 55 "No" "No" 0 35.316263 -119.402559 236 0 4191 3 0 "s5"
"378" "No" 0 6 "Offer E" "Yes" 29.41 "No" "Yes" "DSL" 33 "Yes" "No" "No" "No" "Yes" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 88.556 503.6 0 166 176.46 "Male" 73 "No" "No" 0 35.165668 -120.655842 8564 0 5831 4 0 "s2"
"4627" "No" 0 16 "None" "Yes" 5.79 "Yes" "Yes" "DSL" 4 "No" "Yes" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Bank Withdrawal" 55.3 875.35 0 35 92.64 "Male" 43 "No" "No" 0 41.769709 -121.92063 816 0 3771 2 0 "-99"
"2705" "No" 0 41 "Offer B" "Yes" 37.55 "Yes" "Yes" "DSL" 30 "No" "No" "Yes" "No" "No" "Yes" "Yes" "Yes" "One Year" "No" "Mailed Check" 65 2531.8 0 0 1539.55 "Male" 35 "No" "No" 0 34.127621 -117.717863 34716 0 5043 1 0 "-99"
"2299" "No" 0 21 "None" "Yes" 9.06 "Yes" "Yes" "Cable" 11 "No" "No" "No" "No" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 101.244 2119.5 0 233 190.26 "Female" 63 "No" "No" 0 37.791222 -122.402241 384 1 4321 3 0 "-99"
"3193" "Yes" 1 28 "None" "Yes" 33.63 "No" "Yes" "Cable" 48 "Yes" "No" "No" "Yes" "No" "No" "No" "Yes" "One Year" "No" "Credit Card" 54.35 1426.45 0 0 941.64 "Male" 27 "Yes" "No" 0 37.84551 -122.235181 15438 1 5105 1 0 "-99"
"1676" "No" 0 7 "None" "Yes" 40.32 "Yes" "Yes" "Fiber Optic" 20 "Yes" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 82.836 604.7 0 121 282.24 "Female" 61 "No" "No" 0 37.878554 -122.26609 10147 1 4513 3 0 "-99"
"6157" "Yes" 3 64 "Offer B" "Yes" 37.46 "Yes" "Yes" "Fiber Optic" 2 "Yes" "No" "No" "No" "Yes" "No" "No" "Yes" "One Year" "Yes" "Credit Card" 66.15 4392.5 0 0 2397.44 "Male" 40 "Yes" "No" 0 35.316263 -119.402559 236 0 4703 0 0 "-99"
"369" "Yes" 3 3 "None" "Yes" 7.38 "No" "Yes" "Cable" 12 "No" "No" "No" "Yes" "Yes" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 87.256 267.4 0 32 22.14 "Female" 75 "Yes" "No" 0 34.227846 -119.079903 42853 1 3464 1 3 "-99"
"5182" "Yes" 5 72 "Offer A" "Yes" 22.74 "Yes" "Yes" "Cable" 48 "Yes" "Yes" "No" "No" "No" "Yes" "Yes" "No" "Two Year" "Yes" "Credit Card" 94.45 6921.7 0 3322 1637.28 "Female" 22 "Yes" "No" 0 36.807595 -118.901544 93 0 5274 0 0 "-99"
"467" "No" 0 25 "None" "Yes" 18.46 "Yes" "Yes" "Fiber Optic" 3 "No" "Yes" "No" "No" "Yes" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 93.08 2196.15 0 66 461.5 "Male" 69 "No" "No" 0 32.787836 -117.232376 46086 1 4849 3 1 "s1"
"6368" "No" 0 22 "None" "No" 0 "No" "Yes" "Cable" 22 "No" "Yes" "No" "No" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 50.35 1098.85 0 242 0 "Female" 51 "No" "No" 0 37.858898 -122.240512 12448 1 2875 3 0 "-99"
"565" "No" 0 7 "Offer E" "Yes" 26.29 "No" "Yes" "Cable" 20 "No" "No" "Yes" "No" "Yes" "No" "No" "Yes" "One Year" "Yes" "Bank Withdrawal" 84.35 609.65 1 0 184.03 "Female" 66 "No" "No" 0 37.601248 -122.403099 20350 0 2107 0 0 "-99"
"1858" "No" 0 9 "None" "Yes" 8.91 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 20.25 178.5 0 0 80.19 "Male" 37 "No" "No" 0 33.254497 -117.285879 46893 1 3361 2 0 "-99"
"6881" "No" 0 29 "None" "No" 0 "No" "Yes" "DSL" 21 "Yes" "Yes" "Yes" "Yes" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 45 1242.45 1 261 0 "Male" 57 "No" "Yes" 1 34.296574 -118.244839 26753 0 3290 0 0 "-99"
"4028" "No" 0 5 "None" "Yes" 41.29 "No" "Yes" "Cable" 51 "Yes" "No" "Yes" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 55.8 274.35 0 140 206.45 "Male" 24 "No" "No" 0 36.141319 -119.129075 5689 0 2612 1 1 "s3"
"1947" "Yes" 1 14 "None" "Yes" 45.6 "No" "Yes" "Cable" 21 "Yes" "Yes" "No" "No" "Yes" "No" "No" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 68.068 937.6 0 0 638.4 "Male" 42 "Yes" "Yes" 1 34.536232 -118.082935 67232 0 2881 3 3 "-99"
"1436" "No" 0 4 "None" "Yes" 41.12 "No" "Yes" "Fiber Optic" 46 "No" "No" "No" "No" "No" "No" "Yes" "No" "Month-to-Month" "No" "Bank Withdrawal" 73.216 281 0 129 164.48 "Female" 19 "No" "No" 0 38.494832 -121.529447 42832 1 4494 4 3 "-99"
"2692" "Yes" 2 31 "None" "Yes" 39.34 "No" "Yes" "DSL" 41 "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "One Year" "Yes" "Mailed Check" 81.15 2545.75 0 0 1219.54 "Female" 26 "Yes" "No" 0 34.195685 -118.490752 50047 0 5643 3 1 "-99"
"6614" "No" 0 24 "None" "Yes" 26.64 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "No" "Credit Card" 25.15 553 0 0 639.36 "Female" 19 "No" "No" 0 38.157794 -121.520223 1472 0 3904 1 0 "-99"
"6732" "No" 0 9 "None" "Yes" 1.85 "No" "Yes" "Fiber Optic" 22 "No" "No" "Yes" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 73.8 704.3 0 155 16.65 "Male" 54 "No" "No" 0 40.021787 -122.127576 405 0 4895 1 0 "s3"
"6425" "Yes" 6 64 "None" "Yes" 19.23 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "No" "Credit Card" 24.9 1595.5 0 0 1230.72 "Female" 50 "Yes" "Yes" 1 37.186141 -121.843554 37090 0 5038 0 0 "-99"
"5638" "No" 0 34 "None" "Yes" 27.47 "Yes" "Yes" "DSL" 51 "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Two Year" "Yes" "Credit Card" 116.15 3946.9 0 0 933.98 "Female" 26 "No" "Yes" 3 40.160386 -120.835428 2064 0 5104 1 0 "-99"
"133" "Yes" 1 13 "None" "Yes" 31.7 "Yes" "Yes" "Fiber Optic" 7 "No" "No" "No" "No" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 99.06 1233.65 1 86 412.1 "Male" 67 "Yes" "No" 0 33.581045 -117.14719 18311 1 2982 3 2 "-99"
"5372" "No" 0 66 "Offer A" "Yes" 43.14 "Yes" "Yes" "DSL" 20 "Yes" "Yes" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 103.1 6595 0 131.9 2847.24 "Female" 33 "No" "No" 0 36.525703 -120.952122 813 1 6183 2 0 "-99"
"1208" "Yes" 2 63 "None" "Yes" 48.95 "Yes" "Yes" "Cable" 14 "No" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 107.536 6603 0 92.44 3083.85 "Male" 61 "Yes" "No" 0 32.85723 -117.209774 34902 1 4352 3 0 "s2"
"4234" "No" 0 2 "Offer E" "Yes" 43.27 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Mailed Check" 20 40.9 0 0 86.54 "Female" 40 "No" "No" 0 37.687264 -122.15728 19815 0 2237 0 0 "-99"
"757" "No" 0 14 "None" "No" 0 "No" "Yes" "Fiber Optic" 5 "No" "No" "No" "No" "Yes" "Yes" "Yes" "No" "Two Year" "Yes" "Bank Withdrawal" 46.35 672.7 0 34 0 "Female" 71 "No" "No" 0 40.4785 -124.301372 2965 0 2056 2 0 "s4"
"5804" "Yes" 10 21 "None" "Yes" 18 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "No" "Credit Card" 19.8 350.1 0 0 378 "Male" 38 "Yes" "Yes" 1 33.989524 -118.089299 63288 0 3243 1 0 "-99"
"537" "No" 0 68 "Offer A" "Yes" 32.11 "Yes" "Yes" "DSL" 12 "No" "No" "Yes" "Yes" "Yes" "Yes" "No" "Yes" "One Year" "Yes" "Credit Card" 107.15 7379.8 0 0 2183.48 "Male" 80 "Yes" "Yes" 1 33.698728 -117.67768 10936 0 4324 0 0 "-99"
"5091" "Yes" 1 32 "None" "Yes" 45.26 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "No" "Credit Card" 19.3 593.2 0 0 1448.32 "Female" 42 "Yes" "No" 0 35.245035 -118.905553 15364 0 5817 0 0 "-99"
"5148" "Yes" 8 58 "Offer B" "No" 0 "No" "Yes" "DSL" 59 "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "No" "Two Year" "No" "Credit Card" 59.75 3624.35 0 2138 0 "Female" 25 "Yes" "Yes" 3 34.501452 -118.207862 7831 0 4678 1 0 "-99"
"1081" "No" 0 67 "None" "Yes" 48.43 "Yes" "Yes" "Cable" 28 "No" "Yes" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "No" "Bank Withdrawal" 54.9 3725.5 0 0 3244.81 "Female" 68 "No" "No" 0 39.955587 -123.681175 200 0 4826 1 2 "-99"
"1288" "No" 0 2 "None" "Yes" 41.18 "Yes" "Yes" "Cable" 15 "No" "Yes" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 85.28 184.65 0 0 82.36 "Male" 42 "No" "No" 0 33.507255 -117.029473 46171 0 3051 6 0 "-99"
"714" "No" 0 1 "Offer E" "Yes" 2.97 "No" "Yes" "DSL" 5 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "Yes" "Bank Withdrawal" 70.05 70.05 0 0 2.97 "Male" 72 "No" "No" 0 34.613476 -118.256358 34045 0 2469 0 0 "-99"
"4323" "Yes" 6 38 "Offer C" "Yes" 17.52 "Yes" "Yes" "Fiber Optic" 59 "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Two Year" "Yes" "Bank Withdrawal" 85.4 3297 0 194.52 665.76 "Male" 26 "Yes" "Yes" 2 37.371862 -121.860349 26032 0 5292 1 0 "s4"
"1405" "No" 0 1 "Offer E" "Yes" 48.96 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 19.45 19.45 0 0 48.96 "Male" 42 "No" "No" 0 40.342928 -124.063329 82 1 5687 2 0 "-99"
"6294" "No" 0 3 "None" "Yes" 35.59 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 19.65 68.35 0 0 106.77 "Male" 46 "No" "No" 0 37.791998 -122.408653 13723 0 4852 0 0 "-99"
"5940" "Yes" 1 53 "Offer B" "Yes" 28.36 "Yes" "Yes" "Fiber Optic" 17 "Yes" "Yes" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "Two Year" "Yes" "Bank Withdrawal" 104.05 5566.4 0 0 1503.08 "Female" 64 "Yes" "Yes" 1 33.044541 -116.833922 33104 0 4190 1 0 "-99"
"2846" "No" 0 15 "Offer D" "Yes" 32.07 "Yes" "Yes" "Cable" 28 "No" "Yes" "No" "No" "Yes" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 100.15 1415 0 0 481.05 "Female" 64 "No" "No" 0 34.142747 -117.300864 24644 0 2565 0 0 "-99"
"2255" "No" 0 13 "Offer D" "Yes" 17.02 "Yes" "Yes" "Cable" 45 "Yes" "Yes" "No" "No" "Yes" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 100.516 1244.5 0 560 221.26 "Female" 28 "No" "No" 0 33.507255 -117.029473 46171 1 2110 0 0 "-99"
"4369" "Yes" 5 26 "None" "Yes" 37.6 "Yes" "Yes" "Fiber Optic" 10 "No" "Yes" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "No" "Bank Withdrawal" 79.3 2015.8 0 20.16 977.6 "Female" 50 "Yes" "No" 0 37.5923 -120.853288 6822 0 5168 0 0 "-99"
"4079" "Yes" 2 71 "None" "Yes" 23.06 "No" "Yes" "DSL" 6 "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "One Year" "Yes" "Bank Withdrawal" 84.8 6046.1 0 36.28 1637.26 "Female" 50 "Yes" "No" 0 36.319181 -117.593053 64 0 5643 0 0 "-99"
"7024" "No" 0 40 "Offer B" "Yes" 2.83 "Yes" "Yes" "Cable" 22 "No" "Yes" "Yes" "No" "Yes" "No" "No" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 93.4 3756.4 1 0 113.2 "Female" 54 "No" "No" 0 33.695532 -116.310571 23971 1 3819 2 0 "-99"
"3920" "Yes" 2 57 "Offer B" "Yes" 10.05 "Yes" "Yes" "Fiber Optic" 16 "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Two Year" "Yes" "Bank Withdrawal" 84.5 4845.4 0 0 572.85 "Female" 33 "Yes" "No" 0 33.734933 -117.044145 25694 0 5928 1 0 "-99"
"3769" "Yes" 9 59 "None" "Yes" 24.81 "Yes" "Yes" "Fiber Optic" 24 "No" "No" "Yes" "Yes" "Yes" "No" "No" "No" "Two Year" "Yes" "Bank Withdrawal" 72.1 4194.85 0 1007 1463.79 "Female" 39 "Yes" "No" 0 34.083086 -117.737997 46626 0 6225 1 0 "s5"
"4253" "Yes" 10 42 "Offer B" "Yes" 32.02 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "No" "Mailed Check" 20.7 828.85 0 0 1344.84 "Male" 59 "Yes" "Yes" 1 37.750553 -122.197175 30751 0 5320 2 1 "-99"
"1052" "No" 0 63 "None" "Yes" 26.11 "Yes" "Yes" "Cable" 20 "Yes" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 109.4 7031.45 0 1406 1644.93 "Male" 68 "No" "No" 0 36.784481 -121.759054 8582 0 5961 0 0 "-99"
"2577" "No" 0 31 "None" "Yes" 25.57 "No" "Yes" "Fiber Optic" 27 "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Two Year" "No" "Credit Card" 79.2 2497.2 0 0 792.67 "Female" 61 "No" "No" 0 33.885811 -118.206459 51387 0 4984 0 0 "-99"
"4964" "Yes" 6 57 "None" "Yes" 44.86 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "No" "Bank Withdrawal" 19.9 1115.6 0 0 2557.02 "Female" 43 "Yes" "No" 0 35.478736 -115.516984 162 0 4408 0 0 "-99"
"5827" "Yes" 3 46 "None" "Yes" 46.71 "No" "Yes" "DSL" 41 "Yes" "Yes" "Yes" "Yes" "No" "No" "No" "No" "Two Year" "No" "Credit Card" 65.65 3047.15 0 1249 2148.66 "Male" 23 "Yes" "No" 0 33.797638 -118.11662 38902 0 2680 2 0 "s4"
"4169" "No" 0 25 "None" "Yes" 21.67 "No" "Yes" "Fiber Optic" 48 "Yes" "No" "No" "Yes" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Credit Card" 76.15 1992.95 0 957 541.75 "Female" 26 "No" "No" 0 37.461251 -122.235414 35737 0 3955 2 0 "-99"
"2861" "No" 0 56 "Offer B" "Yes" 2.5 "Yes" "Yes" "DSL" 3 "No" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 105.45 5916.95 0 178 140 "Female" 42 "No" "No" 0 33.638645 -116.55783 1500 0 4212 0 0 "-99"
"3102" "No" 0 3 "None" "No" 0 "No" "Yes" "Cable" 46 "No" "No" "No" "No" "Yes" "No" "No" "Yes" "Month-to-Month" "Yes" "Credit Card" 34.8 113.95 0 0 0 "Female" 25 "No" "No" 0 37.57028 -122.365778 40346 0 2496 0 0 "-99"
"1207" "No" 0 43 "None" "Yes" 12.88 "Yes" "Yes" "Fiber Optic" 65 "No" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Two Year" "Yes" "Bank Withdrawal" 108.784 4759.85 0 0 553.84 "Female" 24 "No" "No" 0 32.85723 -117.209774 34902 0 5250 1 0 "-99"
"1725" "No" 0 22 "None" "Yes" 35.93 "Yes" "Yes" "Cable" 19 "Yes" "No" "No" "No" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 104.78 2095 0 398 790.46 "Male" 51 "No" "No" 0 40.825486 -124.049485 1689 1 4152 3 1 "-99"
"3936" "Yes" 3 56 "Offer B" "Yes" 42.16 "Yes" "Yes" "DSL" 19 "No" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Two Year" "Yes" "Bank Withdrawal" 103.2 5873.75 0 0 2360.96 "Male" 38 "Yes" "Yes" 1 33.720359 -117.733655 2762 0 4478 2 0 "s3"
"5103" "Yes" 5 66 "None" "Yes" 36.55 "Yes" "Yes" "Cable" 20 "Yes" "Yes" "Yes" "Yes" "No" "No" "No" "Yes" "Two Year" "No" "Credit Card" 96.6 6424.25 0 0 2412.3 "Male" 43 "Yes" "No" 0 36.175255 -119.813805 1729 0 4454 2 0 "-99"
"6089" "Yes" 1 45 "None" "Yes" 45.21 "No" "Yes" "DSL" 59 "Yes" "No" "No" "Yes" "No" "No" "No" "Yes" "Two Year" "No" "Bank Withdrawal" 54.65 2553.7 0 150.67 2034.45 "Male" 21 "Yes" "Yes" 1 33.748478 -117.858918 58157 0 5083 0 0 "-99"
"4458" "Yes" 2 52 "Offer B" "Yes" 39.48 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "Yes" "Credit Card" 20.85 1071.6 0 0 2052.96 "Male" 47 "Yes" "Yes" 3 41.269521 -123.546958 574 0 4886 0 0 "-99"
"4730" "Yes" 5 61 "Offer B" "Yes" 18.26 "Yes" "Yes" "Fiber Optic" 19 "Yes" "Yes" "Yes" "No" "No" "Yes" "Yes" "Yes" "One Year" "Yes" "Credit Card" 100.7 6018.65 0 0 1113.86 "Female" 60 "Yes" "Yes" 1 33.991782 -118.479229 31021 1 4804 3 0 "-99"
"4787" "No" 0 47 "Offer B" "Yes" 40.25 "Yes" "Yes" "Fiber Optic" 20 "Yes" "Yes" "No" "No" "Yes" "No" "No" "Yes" "One Year" "No" "Bank Withdrawal" 94.8 4535.85 1 90.72 1891.75 "Male" 51 "No" "No" 0 34.136306 -118.26036 17015 0 5022 1 0 "s4"
"4962" "Yes" 3 55 "None" "Yes" 23.45 "Yes" "Yes" "Fiber Optic" 53 "No" "Yes" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 77.75 4266.4 0 2261 1289.75 "Female" 20 "Yes" "No" 0 34.103578 -117.04054 7324 0 4621 2 0 "s3"
"291" "No" 0 3 "None" "Yes" 2.98 "No" "Yes" "Fiber Optic" 3 "No" "No" "No" "No" "Yes" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 83.096 260.9 0 8 8.94 "Male" 77 "No" "No" 0 37.902422 -121.440029 49657 1 4367 1 0 "-99"
"301" "No" 0 54 "None" "Yes" 45.77 "Yes" "Yes" "DSL" 11 "No" "Yes" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 82.68 4370.25 0 481 2471.58 "Female" 68 "No" "No" 0 40.94338 -123.831799 1584 0 5684 5 1 "s1"
